Unnamed: 0,text,Sentiment
1811,@GenZNusantara @ikn_id @_Umamlik @CerahID @Ghurem2 Semoga Indonesia tidak seperti Srilangka kalau bisa Indonesia semakin sejahtera masarakat nya dan Indonesia semakin maju #KedaulatanPangan,Netral
1812,@Muslim_AntiPKI9 Belum tau rasanya di ulek netizeng indonesia,Netral
1813,"Kalau di indonesia, times square nya di mana om? Atau belum ada nih. Kalau belum ada, paling seru dipasang di kota apa? Bali, jakarta atau IKN?",Netral
1814,@GenZNusantara @Hansunriko @ikn_id @_Umamlik @CerahID Indonesia adalah salah satu dari 2 negara yang kemungkinan terjadinya resesi paling rendah hanya 2% #UMKM,Netral
1815,@GenZNusantara @ikn_id @_Umamlik @CerahID @Ghurem2 Presiden Jokowi memperkuat kemitraan strategis dengan negara negara mitra memperluas jangkauan ekspor Indonesia dan membuka akses ke pasar global yang lebih luas. #K,Netral
1816,"@hampir_insap Hai, #SobatRupiah. Berdasarkan Peraturan Presiden No.63 Tahun 2022 tentang Perincian Rencana Induk Ibu Kota Nusantara, mengamanatkan Bank Indonesia untuk berpindah kedudukan serta menjalankan tugas, fungsi, dan peran di Ibu Kota Nusantara (IKN) pada tahap I Tahun 2022-2024. (1)",Netral
1817,@KotaNusantara @ikn_id @erzavindaf @IgoMagaz @Hansunriko Indonesia telah memiliki undang undang yang mengatur perlindungan lingkungan hidup. #UndangUndang,Netral
1818,@GenZNusantara @Hansunriko @ikn_id @_Umamlik @CerahID Presiden Jokowi berfokus pada pembangunan infrastruktur yang kuat dan berkelanjutan membuka peluang investasi dan memperkuat konektivitas di seluruh Indonesia. #UMKM,Netral
1819,Dukung terus pembangunan IKN Nusantara di Kaltim untuk kemajuan Bangsa Indonesia dan Ekonomi Masyarakat https://t.co/mBQSXmQfU1,Netral
1820,Dukung terus pembangunan IKN Nusantara di Kaltim untuk kemajuan Bangsa Indonesia dan Ekonomi Masyarakat https://t.co/r5O1sCVeDg,Netral
1821,Dukung terus pembangunan IKN Nusantara di Kaltim untuk kemajuan Bangsa Indonesia dan Ekonomi Masyarakat https://t.co/bMnWQlU2k8,Netral
1822,@GenZNusantara @ikn_id @_Umamlik @CerahID @Ghurem2 Indonesia telah memperkuat peran sektor swasta dalam mengembangkan ekonomi,Netral
1823,"Rabu Indonesia 8 November #DemiIndonesia IKN Nusantara 0 KM Presiden RI APBN 2024 Reformasi Belum Selesai  November Rain #filateli Jakarta  SHP PIN Merah Putih   #Stamps #Galería Rp 1 M   Reformasi  09.09.99:09 Asembagus, 68373 Sembilan Sembilan Situbondo Tapal Kuda  Jawa Timur https://t.co/r5eLTGt4T6",Netral
1824,@KotaNusantara @ikn_id @erzavindaf @IgoMagaz @Hansunriko IKN Nusantara akan meningkatkan daya saing Indonesia di kancah global. #PindahIbuKota,Netral
1825,"@azmirx @MacDrenco @AMFTervaf @theaseanball Wkwk Anwar Ibrahim saja mencintai Indonesia, lu yang bukan siapa2 malah ngehina... Elon Musk Invest Di IKN loh... Malaysia bagus tapi orang kayak lu yang buat Malaysia keliatan goblok... IQ lu tinggi tp attitude lu kayak orang tolol... Iduplu gak guna didunia nyata?? Wkwk",Netral
1826,jangan2 pembuat n yg terlibat ikn ini harus diadili juga etika-nya ya? pelanggaran berat tidak hemat energi dan dampak lingkungan keterlaluan di tengah krisis iklim. https://t.co/mFl3Im0gra,Netral
1827,@bamantara00 @AliBej0 IKN menjadi simbol kemajuan peradaban bangsa Indonesia,Netral
1828,@sosmedkeras membahas progres ikn dan perkembangan koalisi indonesia maju (2024),Netral
1829,@Bujing901 Mari bersama kita dukung pembangunan IKN,Netral
1830,OIKN mengungkapkan pembangunan IKN Nusantara merupakan langkah strategis untuk membawa Indonesia menjadi negara maju. Pemindahan ke IKN Nusantara sebagai prasyarat supaya Indonesia masuk dari negara berkembang menjadi negara maju.   Rumput JIS BMKG Audrey Abu Dhabi Kecap BUMN https://t.co/l6CnCDnGDY,Netral
1831,"OIKN mengungkapkan pembangunan Ibu Kota Negara atau IKN Nusantara merupakan langkah strategis untuk membawa Indonesia menjadi negara maju.  Pemindahan ke IKN Nusantara ini sebagai prasyarat supaya Indonesia masuk dari negara berkembang menjadi negara maju. Ini merupakan langkah… https://t.co/SiJyCUY75I""",Netral
1832,"@gm_gm Kereen...rakyat indonesia di anggap patung semua, alias buta semua ga bisa melihat kek gini.",Netral
1833,Kepala Otorita IKN Bambang Susantono mengatakan ada 13 badan PBB telah menyatakan dukungan dalam pembangunan Ibu Kota baru Republik Indonesia @erzavindaf @IgoMagaz  @Hansunriko @ikn_id   #IbukotaNegara #IKNNusantara #PindahIbuKota https://t.co/NubtZMfv1l,Netral
1834,"@kegblgnunfaedh Cinta Indonesia, dukung IKN Nusantara https://t.co/VQfJVSmOVu",Netral
1835,"JICA kaji pembangunan jalur kereta Ibukota Negara Nusantara  Badan Kerjasama Indonesia Jepang (JICA) tengah mengkaji pembangunan jalur kereta api Ibukota Nusantara, Balikpapan, dan area Kalimantan Timur. Jalur kereta yang direncanakan dibangun di IKN adalah:  1. KA Perkotaan… https://t.co/KKsggjGsxi",Netral
1836,1. Pemilu kali ini banyak Millenial dan Gen Z 2. PNS dan Pegawai swasta yang mau dipindah ke IKN kebanyakan Millenial dan Gen Z 3. Millenial dan Gen Z senang di Jkt dan Jawa  4. Kalau isu tunda atau batal IKN dikembangkan dengan alternatif di Jonggol misalnya  Nda bahaya tah?,Netral
1837,Isu mafia tanah di Kalimantan Timur (Kaltim) makin santer terdengar. Apalagi dengan ditunjuknya Benua Etam sebagai IKN.  #mafitanah #IKNusantara https://t.co/ZKCC0h5FKm,Netral
1838,lagi seneng liat perkembangan IKN daripada isu politik yang saling menggoreng lawan.,Netral
1839,"#Baleg #RUUDKJakarta MANTAB (Asosiasi Betawi) : Ada isu yang mengatakan bahwa kalau nanti IKN pindah, lalu bagaimana dengan aset-aset ex pemerintah pusat yang di Jakarta? Rumornya banyak dan kita berharap ada Kawasan Megapolitan dan Kawasan Khusus Tertentu, yaitu ... (1)",Netral
1840,"Mulai angkat isu baru nih, urusan tanah IKN.  Kocak banget milih isunya 😁",Netral
1841,@drupadawan @kumparan Oh lebih ke strategi spesifiknya ya. Iya kalo itu saya sepakat sih. Isu IKN bakal diapain anies kalo dipilih itu penting sih. Soalnya stigmanya org2 itu anies bakal mbatalin IKN klo terpilih. Saya juga tertarik sama strategi pemerataan kesejahteraannya utk di luar jawa kyk gmn.,Netral
1842,Wacana 5 Provinsi di Pulau Kalimatan Ini Bakal Hambat Proses Pembentukan IKN? Begini Isu Pemekaran Bikin Geger Warganya https://t.co/XGJRh6rDP0,Netral
1843,"@Fahrihamzah Nini @vita_AVP dipanggil nih, lagi bahas isu kemungkinan IKN tidak diteruskan oleh Capres yg tdk didukung JKW🤣🤣😅😂",Netral
1844,"@Fahrihamzah Terjebak isu pembatalan IKN, bang?",Netral
1845,@ganjarpranowo @Haro_Rajagukguk @PDI_Perjuangan Banyak teman berpaling gara gara isu : nolak hilirisasi dan tdk lanjutkan ikn. Isu ini tlg dikelola timnya pak. Suwun,Netral
1846,[cm] isu hukum yang bisa diangkat dari IKN apa ya?,Netral
1847,"@DrPullmanrogers @Dennysiregar7 Yg disorot adalah isu IKN, keliatannya Amrik cemburu sama China tuh.👇  Negara2 barat itu gak suka bbrp kebijakan Jokowi &amp  msh berupaya utk gagalkan program hilirisasi nikel.  Makanya jgn mau diadu domba asing, xixixi! 😜🙈😝 https://t.co/hEi3q9NOcQ",Netral
1848,"@jokowi Kita akan dijajah dari IKN, siapa yg mampu hidup  di IKN kelak adalah pejabat dan cukong2 pemilik modal yg akan berkolaborasi garong APBN...ini ke khawatiran ummat hari ini, pak presiden harus buktikan dan menepis isu ini",Netral
1849,"Media Monitoring, 03 November 2023 Top Isu 1. Dukungan, Bantuan dan Doa untuk Palestina 2. KPU Tetapkan Daftar Caleg (DCT) 3. Dugaan Korupsi BTS Tersangka Achsanul Qosasi 4. Hari ke 3 Presiden Jokowi di IKN 7. Keripik Pisang Campur Narkotika [Sabu] di Bantul #issue #isu #rawdata https://t.co/QjMLiMfVpZ",Positif
1850,"@tempodotco Gibran bisa jd hanya pengalihan isu, agar mega proyek ikn bisa terus melenggang. Lupa hutang menggunung",Netral
1851,"@YRadianto @DediMulyadi71 Kang @DediMulyadi71 pindah ke @Gerindra  berharap dicalonkan jadi Jabar 1 krn kalau Dia bertahan di @golkar_id Dia hrs bersaing dengan waketum @ridwankamil  Tp ternyata di @Gerindra jg hrs bersaing dgn Iwan Bule. Dan sekarang isu nya kang Emil digadang jadi DKI 1 atau di IKN.""",Netral
1852,"@__AnakKolong Nah ini 🍌 yang paling utama mesti dibahas, selain isu IKN... Rahasia Negara? Preeet lah",Netral
1853,"Kalo @aniesbaswedan sama @cakimiNOW mau goreng IKN, liat hasil survey. Kalo potensial, goreng sampai empuk sampai jadi basis isu. Jangan nanggung jadi oposan. Bermainlah dalam posisi diametral, kapitalisasi isu-isu strategis yang selama ini ditutupi kerja-kerja PR. @thoriqul_haq",Netral
1854,"Anyway, coba cek dulu deh detail isu UU IKN ini, dan sikap partai terhadap isu lainnya di https://t.co/hEfVEwGM1L. Udah dijelasin lengkaap!🤝  #BMSikapPartai #BijakMemilih https://t.co/11I6AccMFt",Netral
1855,"RUU IKN   adalah isu yang memengaruhi banyak sektor, dan PKS berusaha untuk memastikan   kebijakan yang sejalan dengan kepentingan nasional dan rakyat. #PKSDAY PKS NGAPAIN AJA ? @FPKSDPRRI @PKSejahtera https://t.co/YpIwkrPj4V",Netral
1856,"RUU IKN   adalah isu yang memerlukan diskusi mendalam dan kesepakatan nasional, menurut   PKS. #PKSDAY PKS NGAPAIN AJA ? @FPKSDPRRI @PKSejahtera",Netral
1857,"RUU IKN   adalah isu yang memerlukan perdebatan dan analisis lebih lanjut, menurut PKS.   #PKSDAY PKS NGAPAIN AJA ? @FPKSDPRRI @PKSejahtera",Netral
1858,"RUU IKN   adalah isu yang membutuhkan pemahaman mendalam tentang implikasinya, menurut   PKS. #PKSDAY PKS NGAPAIN AJA ? @FPKSDPRRI @PKSejahtera https://t.co/FGa7g54lAH",Netral
1859,"RUU IKN   adalah isu yang memerlukan perhatian serius dan diskusi terbuka, menurut PKS.   #PKSDAY PKS NGAPAIN AJA ? @FPKSDPRRI @PKSejahtera",Netral
1860,PKS   mengingatkan bahwa RUU IKN adalah isu yang berkaitan dengan masa depan negara   dan lingkungan hidup. #PKSDAY PKS NGAPAIN AJA ? @FPKSDPRRI @PKSejahtera,Netral
1861,RUU IKN   adalah isu yang membutuhkan keselarasan antara kepentingan bisnis dan   perlindungan lingkungan. #PKSDAY PKS NGAPAIN AJA ? @FPKSDPRRI   @PKSejahtera https://t.co/NGCZ1lsLbI,Netral
1862,"RUU IKN   adalah isu sensitif yang memerlukan perhatian dan perdebatan lebih lanjut,   menurut PKS. #PKSDAY PKS NGAPAIN AJA ? @FPKSDPRRI @PKSejahtera",Netral
1863,"RUU IKN   adalah isu yang memengaruhi banyak pihak, dan PKS menekankan pentingnya   partisipasi publik dalam diskusinya. #PKSDAY PKS NGAPAIN AJA ? @FPKSDPRRI   @PKSejahtera",Netral
1864,"RUU IKN   adalah isu yang kompleks, dan PKS berusaha untuk memastikan bahwa kepentingan   rakyat diutamakan. #PKSDAY PKS NGAPAIN AJA ? @FPKSDPRRI @PKSejahtera",Netral
1865,"RUU IKN   adalah isu yang penting dan berdampak besar, dan PKS memiliki pandangan yang   berbeda tentangnya. #PKSDAY PKS NGAPAIN AJA ? @FPKSDPRRI @PKSejahtera",Netral
1866,"isu jokowi cawe2 kan muncul sejak cak imin pindah gerbong, katanya arahan beliau. kalo seperti klaim pak ganjar, “jokowi masih dukung saya,” dan gibran ga ngundurin diri dari pdip, ini siapapun yg unggul di pemilu, legacy jokowi yg menang. ikn aman, kcic lancar. all jokowi final.",Netral
1867,"Revisi   UU IKN adalah isu penting, dan PKS berkomitmen untuk terus membela posisi   mereka yang melindungi kepentingan nasional. #PKSDAY PKS NGAPAIN AJA   @PKSejahtera @FPKSDPRRI   https://t.co/KW6K0kBgds",Netral
1868,"@PKSejahtera @syaikhu_ahmad PKS NGAPAIN AJA ? @PKSejahtera @FPKSDPRRI , PKS tetap konsisten dalam menunjukkan   keberpihakan mereka kepada rakyat dalam isu UU IKN. #PKSDAY https://t.co/uk7zpytMMb",Netral
1869,"PKS NGAPAIN AJA ? @PKSejahtera @FPKSDPRRI , PKS Dalam menghadapi isu UU IKN,   selalu bersikap teguh dan konsisten dengan prinsip-prinsip mereka. #PKSDAY https://t.co/81ibEOJIrF",Netral
1870,"@elisa_jkt Padahal PKS selama 2 periode ini oposisi paling konsisten, mereka knceng bngt menolak isu isu besar seperti UU IKN, ciptaker. Ya terlepas dari stagnannya Depok tapi kalo dibandingkan PSI jauh sih, itu partai aneh bngt disetiap kesempatan selalu menggaungkan Jokowisme wtf",Negatif
1871,"Padahal hanya Demokrat yg jadi oposisi fokus kritik ke kinerja,nggak ada tuh kader2 Demokrat mainkan isu PKI atau Ijazah palsu Atau hoax2 sampah lainnya,Demokrat fokus kritisi kinerja seperti Omnibus dan IKN",Netral
1872,"@DwiSufianto @mas_fadz @tempodotco Nih sekarang IKN lagi digeber, tapi rasionya malah turun dalam beberapa tahun terakhir. Pernah ke 40% tapi sekarang data terbaru diangka 29,1%. Jadi apa sih yang dikhawatirkan dari IKN sementara pengelolaan utang pemerintah berjalan sangat baik. Ini janggal, ini mainin isu aja.",Netral
1873,"@Rioggrande @sepedanabiadam @AsamAminoCoffee @fajarnugros @ainunnajib Betul, Bodebek mah udah beda isu&amp permasalahan dibanding wilayah Jabar lain karena warga sm pemkotnya lbh sering interaksi sm Jkt dibanding Bdg. Lebih setuju rencana 2019 dulu abis pindah IKN ada prov baru Jakarta Raya/Jabodetabek",Netral
1874,@sigitwid ini isu sensitif nanti banyak negara maju yang 'turun tangan' ke calon yang bisa diajak nego. mending bahas topik yang lebih seru: siapa yang mau mendorong koruptor dimiskinkan? siapa yang setju dan masih komit dengan IKN?,Netral
1875,"Sampai saat ini gue masih berasumsi Jokowi mendukung 2 paslon capres dan cawapres (Ganjar - Mahfud dan Prabowo - Gibran/Erick). Targetnya tentu supaya pasangan AMIN yang diragukan komitmennya untuk melanjutkan pembangunan seperti saat ini, terutama isu IKN, tidak menang.",Netral
1876,"1. Undang-Undang IKN Baru Nusantara 🌿  UU IKN Baru memiliki klausa khusus untuk hal Investasi Kepada Negara, memang isu panas. Ada pro dan kontra. Yang jelas, kita perlu memahami konsekuensi jangka panjangnya. https://t.co/FZAD6nStiJ",Netral
1877,"@BuzzerBuggy Ada isu yang berkembang kalau sebenarnya IKN itu bukan murni pemindahan ibu kota tetapi mainan"" pengembang.""",Netral
1878,@narkosun Isu RECEHAN....,Netral
1879,Tokoh Adat Soroti Isu Agraria di Kalimantan: dari IKN hingga Korban Tambang https://t.co/YOMkWY2Joc #TempoBisnis,Netral
1880,@Adrianussatrio Semenjak ada IKN isu Pilgub DKI rasanya jadi kurang menarik,Netral
1881,"@FraksiRakyatID Ga mungkin ga diawasi pekok... ditunjuk Presiden otomatis diawasi presiden dan DPR RI, orang DPR RI nya juga disana, kalau buat isu tolong ngawurnya dikurangi. Trus ada UU IKN, klo di UU belum ada aturan pengawasan ya diajukan donk, bukan buat isu2 sesat!!!",Netral
1882,Ganjar ngobrol seru bareng beberapa tokoh. Salah satunya I Nyoman Nuarta yang mendesain Istana Negara di Ibu Kota Nusantara (IKN).  Ganjar Pranowo sangat menyoroti isu kesehatan mental atau mental health yang sedang marak di kalangan anak muda. https://t.co/9PABYKLEJB,Negatif
1883,"Namanya jg kadrun, akan berbuat berbagai cara tuk gagalkan program Pemerintah. Parahnya lagi, mereka sebar isu bahwa ada pembebasan Pajak WNA di IKN selama 120 Tahun itu tidak benar. Jd jangan termakan hoax dn provokasi!   Gibran Hamas Hujan Mangga Harum Gaza Israel Hazard Yahudi https://t.co/mJDDd1V44o",Netral
1884,"Beredarnya isu bahwa ada pembebasan Pajak WNA di IKN adalah tidak benar, Faktanya yg dibebaskan adalah kewajiban pembayaran kompensasi bagi pelaku usaha yg mendatangkan TKA ke IKN, bukan kewajiban pajak WNA yang ada di IKN  Gibran Hamas Hujan Gaza Israel Hazard https://t.co/VyZWQas2TE",Netral
1885,@memelord_666666 pengalihan isu ikn,Netral
1886,"2. IKN banyak yang nolak, tapi entah kenapa setelah banyak isu kyk jakarta bakal tenggelam lah, pembangunan indo ga merata lah, sampe ke isu polusi, akhirnya IKN mulai diterima dengan dalih jkt udh ga layak huni",Netral
1887,entah mengapa gw merasa bahwa isu polusi jakarta adalah propaganda belaka dengan tujuan menarik orang untuk setuju ibukota dipindahkan ke IKN &amp  promosi Electric Vehicle (EV)  kenapa gitu? karena….,Negatif
1888,"@Mi9aWempy @jokowi @PKSejahtera Emang tujuannya gitu...  Nanti isu nya di naikan lagi jadi proyek mangkrak"".  Kalo isu itu bisa di capai,jelas nilai pembangunan IKN kan sangat besar,heboh nya bakal dari zaman ke zaman.  Padahal ya mereka yang menghentikan biar jadi mangkrak.  Isu nya ""mega korupsi jokowi""""",Netral
1889,"Bertemu para ulama dan masyayikh se-Banjar, Ganjar didoakan dan dititipkan banyak harapan, mulai dari kemajuan pesantren, isu lingkungan, energi baru terbarukan, hingga pembangunan IKN.  #GanjarCapres Erick Thohir Israel Ariel Hamas Gaza Karni Ilyas Cancer Sakura Ngelunjak https://t.co/h0BZbEFmYH",Netral
1890,"@mantriss Lebih baik ini daripada IKN. Ikut model China juga holeh, property nya 30% dari GDP.  Di sini itu berarti bisa ikut pecahkan isu padat karya.",Netral
1891,Potensi   defisit anggaran dan penjaminan utang dari APBN menjadi isu penting dalam   pembahasan revisi UU IKN. @PKSejahtera @FPKSDPRRI PKS PEMBELA RAKYAT #LetsGoPKS,Netral
1892,Anggota   PKS juga menyoroti isu pertanahan dalam revisi UU IKN. @PKSejahtera   @FPKSDPRRI PKS PEMBELA RAKYAT #LetsGoPKS,Netral
1893,Isu lingkungan harus dipertimbangkan secara serius dalam   perencanaan dan pelaksanaan pembangunan IKN. @PKSejahtera @FPKSDPRRI PKS   PEMBELA RAKYAT #LetsGoPKS,Netral
1894,Salah   satu isu yang disoroti adalah pembiayaan proyek IKN yang dianggap perlu   dikaji secara mendalam. @PKSejahtera @FPKSDPRRI PKS PEMBELA RAKYAT #LetsGoPKS,Netral
1895,"Dapet insight dari ustadzah kalau film Petualangan Sherina 2 bukan semata nostalgia, tapi mengangkat isu lingkungan khususnya tentang suaka orang utan. Tentu ini akan menyinggung UU Omnibus Law, IKN, dll.   Si Sayu lawannya para investor IKN, pastilah berat mba Sherina 😢",Netral
1896,"Tanya kenapa?   Simpel sih, rezim ini mana mau dengar rakyat? Udah setengah putus asa sih.  Isu PKI dikencengin malah minta maaf ke PKI. Isu utang ke KAC Cina dikencengin malah pengen buat utang sampe Surabaya. Isu IKN yang ga pake APBN malah keluar duit. Isu konsesi dikecengin… https://t.co/RAF9ClpSEJ",Netral
1897,kirain petualangan sherina 2 bahas isu IKN,Netral
1898,Diamnya Anies Baswedan Saat Ditanya Terkait FPI Menguatkan Isu Keterlibatannya Dengan Kelompok Intoleran  === S.Pd De Gea Tito Windah Hojlund pks tolak revisi uu ikn Gen Z Sakura JENNIE Whoosh LeoNiel Udil Fokus Onana JENO JAEMIN RM of BTS Rabu Gen 2 Ten Hag https://t.co/GolvUhokCP,Netral
1899,"Teka-Teki Cawapres Ganjar akan terjawab❗Sempat isu prabowo-ganjar, pendaftaran Semakin dekat❗  Amanda Manopo Prabowo Gen Z Siam  Paragon Rahmat Erwin Abdullah Pernah WO Onana Whoosh APBN Sakura Tito Emyu Sukuna Ganjar Lebih Baik MOMO PARIS FASHION WEEK pks tolak revisi uu ikn https://t.co/LFfVzTv0tD",Netral
1900,"Parah amat tata kelola import gula rezim @jokowi trhtng rusak dr 2015 ❓  Siang  Tito Fokus PKS tolak revisi uu ikn   PKS Senggol Isu Kejagung Geledah Kantor Kemendag, Prihatin Impor Gula Disemuti Bau Amis Korupsi https://t.co/bbbop0Skzv",Netral
1901,KUBU PRABOWO PANIK!!!  ISU “CEKIK &amp  TAMPAR WAMEN” BOCOR KE PUBLIK pks tolak revisi uu ikn Gen Z Emyu Siang Pernah WO https://t.co/RY0ei8OSq1,Netral
1902,Pemberian HAT selama 190 tahun menjadi isu sentral dalam penolakan PKS terhadap revisi RUU IKN.  PKS Tolak Revisi UU IKN @PKSejahtera @FPKSDPRRI,Netral
1903,Komisi  XI FPKS perhatikan isu pembiayaan dalam IKN. PKS Tolak Revisi UU IKN.   @FPKSDPRRI @PKSejahtera,Netral
1904,PKS adalah suara yang   mewakili aspirasi rakyat dalam isu UU IKN PKS Tolak Revisi UU IKN @PKSejahtera   @FPKSDPRRI,Netral
1905,PKS menunjukkan   keberpihakannya pada kepentingan rakyat dalam isu UU IKN PKS Tolak Revisi UU IKN @PKSejahtera @FPKSDPRRI,Netral
1906,Pemberian HAT selama 190 tahun menjadi isu penting dalam penolakan PKS terhadap revisi RUU IKN.  PKS Tolak Revisi UU IKN @PKSejahtera @FPKSDPRRI,Netral
1907,Komisi   XI FPKS memfokuskan perhatian pada beberapa isu kunci terkait pembangunan   Ibukota Nusantara (IKN). PKS Tolak Revisi UU IKN @PKSejahtera @FPKSDPRRI,Netral
1908,Salah   satu isu yang disoroti adalah pembiayaan proyek IKN yang dianggap perlu   dikaji secara mendalam. PKS Tolak Revisi UU IKN @PKSejahtera @FPKSDPRRI,Netral
1909,Artikel ini   memberikan wawasan mendalam tentang posisi PKS dalam isu UU IKN PKS Tolak Revisi UU IKN @PKSejahtera @FPKSDPRRI,Netral
1910,Isu - isu lingkungan harus   dipertimbangkan secara serius dalam perencanaan dan pelaksanaan pembangunan   IKN. PKS Tolak Revisi UU IKN @PKSejahtera @FPKSDPRRI,Netral
1911,"PKS   menegaskan bahwa pembiayaan, pertanahan, dan lingkungan adalah isu isu kunci yang perlu diprioritaskan   dalam pembangunan IKN demi keberlanjutan dan kesejahteraan negara. PKS Tolak   Revisi UU IKN @PKSejahtera @FPKSDPRRI",Netral
1912,@ArpalaG @PKSejahtera @FPKSDPRRI Anggota Banggar FPKS menyatakan bahwa IKN   harus diundur untuk mengatasi isu yang lebih mendesak 📆🚧 PKS Tolak Revisi UU IKN   @PKSejahtera @FPKSDPRRI,Netral
1913,@janenuby IKN bisa dijalankan dengan lebih efektif   jika ada fokus pada isu yang lebih kritis 🎯🔬 PKS Tolak Revisi UU IKN   @PKSejahtera @FPKSDPRRI,Netral
1914,Anggota Banggar FPKS menilai IKN perlu   ditunda untuk fokus pada isu yang lebih mendesak 🕒🚫 PKS Tolak Revisi UU IKN   @PKSejahtera @FPKSDPRRI,Netral
1915,Anggota   PKS juga menyoroti isu pertanahan dalam revisi UU IKN. PKS Tolak Revisi UU IKN @PKSejahtera @FPKSDPRRI,Netral
1916,Potensi   defisit anggaran dan penjaminan utang dari APBN menjadi isu penting dalam   pembahasan revisi UU IKN. PKS Tolak Revisi UU IKN @PKSejahtera   @FPKSDPRRI,Netral
1917,"@Gus_Raharjo @jokowi @PDI_Perjuangan Progres pembangunan IKN wajib di kawal sampai selesai, serang isu lingkungan hidup, tidak ngaca mantu cendana, gunduli hutan kepentingan kolega bisnis cendana Bob Hasan",Netral
1918,@BlueNeo81 Berita tenaga asing di IKN cuma isu yang dilontarkan oleh politikus busuk,Netral
1919,"Ramah lingkungan menjadi isu global. Maka,  Ibu Kota Nusantara  (IKN) menargetkan menjadi kota nol emisi karbon pada 2030. Badan Otorita IKN akan memasukkan target tersebut dalam komitmen pengurangan emisi lokal atau local determined comitment atau LDC) milik IKN.   Kepala Badan… https://t.co/cOTdDNpYqO",Netral
1920,"@priamisterius00 @qobel010497 Wkwkwk tweet sepi peminat bayaran gede, minimal isu atau topik yang dibawa lebih berbobot, contoh proyek food estate, IKN, ketahanan Energi. Dan dengan dibawakan dengan gaya bahasa yang lebih intelektual.  Tweet macam copas ngikutin trending topik apanya yang menarik",Negatif
1921,@tempodotco Ketempelan  apa ya? Kok terlalu jauh sih.... Visi jangka pendeknya apa sih ada IKN? Selain isu banjir di jakarta sebab di lokasi IKN pun kemarin banjir juga jangan ada kesan menghayal dong pak? Malu nantinya realistis aja dan capaian jangka pendek yg mau di capai selain utang??,Netral
1922,@SAS_Hakim @Abahpurwa1 Kok isu kan RRC sudah mendirikan IKN https://t.co/0B9AHkq1Wu,Netral
1923,"@adriansyahyasin Wacana provinsi Jabodetabek/Jakarta Raya udah ngga ada kah? Pdhl dulu 2019 di awal isu IKN ada rencana Jakarta diperluas setelah bukan jadi ibukota, katanya utk konektivitas transportasi sm penanganan banjir. Kalo itu jadi, Bodetabek bakal maju bgt",Netral
1924,@cak_ipho @VIVAcoid Isu pentingnya ketutup ama IKN Maklum tinggal setahun lagi 😁,Netral
1925,"@cak_ipho @VIVAcoid real2 saja, tapi sepertinya banyak isu yg bisa lebih difokuskan dibanding IKN :)",Positif
1926,"Isu Pilpres 2024 Hanya Dua Paslon, Pengamat: Agar Anggaran Pemilu Dihemat untuk Bangun IKN #Pemilu2024 #RMOL https://t.co/f6Xcs2rA7L",Netral
1927,"@WAHYU_UNIFORM Oligarki sekuat apapun akan melihat elektabilitas, biasanya oligarki tdk melihat figur, tapi koalisi yg mudah diajak dagang sapi. IKN bukan isu besar, siapapun Presidennya akan teruskan, oligarki saat ini masih wait n see,",Netral
1928,"Ada isu bahwa kerusuhan2 yg terjadi ini emg disengaja biar pilpres diundur krn Indo dlm situasi darurat, soalnya msh byk yg blm diselesaikan kayak bandara kertajati, mandalika, ikn,dll perlu waktu lah utk bersih2 😂",Netral
1929,"oleh Ibu Masitoh Nur Rohma yang diterbitkan The Conversation Indonesia.  Lalu, mengapa rencana pembangunan IKN menjadi isu yang perlu disoroti menjelang Pemilu 2024? Mari kita simak pendapat dari Ibu Masitoh Nur Rohma ya!  #HIUII #SobatHI #IntRelationsUII #IRUIIPublication https://t.co/neoyDAj4xl",Netral
1930,"@tvOneNews Tenang ini hanya isu kecil' hanya sekedar pengalihan isu 190thn HGU di IKN.  Karena bila ini terlaksanaaa!  Di tahun 2200, Indonesia🇮🇩 hanya tinggal nama, IKN zdi Ibu kota cina ke 2""",Netral
1931,"INFOCIMAHI - Stanford University akan mendirikan sekolah berkelanjutan, Stanford Doerr School of Sustainability di IKN. Stanford Doerr School of Sustainability merupakan institusi pendidikan yang berfokus pada isu perubahan iklim dan pembangunan berkelanjutan. https://t.co/1rLw1NhmlT",Netral
1932,"@501Awani @anwaribrahim Kerjaan kau apa di forum int'l? Mendelegasikan isu global south? Akh, mana paten lah! Jualan IKN lah.",Netral
1933,Benarkah isu polusi di Jakarta? Sekarang mulai ada pengakuan. Maklum IKN ada di pulau yang sama. 🤣 https://t.co/QAlR5OYN6x,Netral
1934,"@msaid_didu Apa ini untuk pengalihan isu politik, IKN dan Rempang jd korban...",Netral
1935,TVR 120 - Komisi II DPR RI : Revisi UU IKN Segera Disahkan  Panja RUU IKN Komisi II DPR RI bersama Pemerintah telah menyetujui 4 isu pokok perubahan DIM dalam revisi UU IKN. 8 Fraksi dan Pemerintah sepakat  #tvrparlemen #dprri #tvr120 https://t.co/kRbw7SmbgC,Positif
1936,"Isu Uji Coba Taksi Terbang di IKN, Begini Komentar Kocak dari Netizen…  https://t.co/89iM6jrugZ",Netral
1937,"Bayangin, nanti oleh presiden baru, kasih perintah eksekutif, IKN batal! Tulah si Boldoser"" and the GENK amat alergi dg isu ""perubahan"". Dua capres: Ganjar dan Prabowo tulah usung ""lanjutkan"" rezim JKW. Pahamkan?""",Netral
